Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009-06-25,5,0.2,9.1,0.0,5,26.0,5,5,9.0,19.0,100.0,100.0,1013.9,1011.0,5.7,8.1,0,0
2009-06-26,5,5.6,12.4,0.4,3,28.0,4,5,15.0,17.0,70.0,70.0,1009.3,1007.0,7.1,11.6,0,0
2009-06-27,5,4.2,12.7,0.0,9,17.0,3,8,0.0,9.0,98.0,73.0,1008.4,1006.6,6.4,10.7,0,0
2009-06-28,5,-0.3,11.7,0.0,3,44.0,5,3,4.0,30.0,92.0,73.0,1006.8,1004.1,5.2,10.4,0,0
2009-06-29,5,5.2,13.6,0.4,5,50.0,5,3,22.0,37.0,99.0,77.0,1007.0,1005.4,8.7,12.6,0,0
2009-06-30,5,8.7,15.7,1.0,7,83.0,5,5,37.0,39.0,83.0,70.0,998.5,988.7,11.5,13.7,0,1
2009-07-01,5,6.1,11.2,7.0,7,69.0,6,7,30.0,41.0,91.0,70.0,999.9,999.3,7.3,10.6,1,1
2009-07-02,5,5.2,8.8,1.6,7,54.0,3,14,24.0,35.0,95.0,76.0,1006.3,1003.4,6.9,8.6,1,1
2009-07-03,5,4.9,9.7,10.8,12,48.0,12,12,17.0,26.0,98.0,66.0,1011.3,1013.5,5.8,8.7,1,1
2009-07-04,5,5.8,10.1,4.0,15,46.0,15,15,19.0,26.0,97.0,94.0,1018.3,1017.7,8.5,9.0,1,1
2009-07-05,5,4.7,9.3,4.0,8,37.0,12,12,17.0,13.0,79.0,75.0,1017.6,1015.2,5.9,8.2,1,0
2009-07-06,5,4.2,9.6,0.2,8,33.0,15,8,13.0,24.0,98.0,81.0,1023.5,1022.4,5.0,9.3,0,0
2009-07-07,5,-0.5,11.4,0.6,10,46.0,9,0,9.0,7.0,84.0,58.0,1026.2,1024.0,4.6,11.1,0,0
2009-07-08,5,-0.5,10.9,0.0,5,46.0,5,3,30.0,26.0,68.0,63.0,1028.2,1027.2,6.1,10.1,0,0
2009-07-09,5,0.5,12.1,0.0,5,44.0,5,5,24.0,26.0,74.0,59.0,1029.6,1026.8,7.0,11.8,0,0
2009-07-10,5,5.2,9.5,0.2,5,65.0,5,5,28.0,33.0,77.0,75.0,1024.1,1019.7,6.8,9.2,0,1
2009-07-11,5,6.8,8.8,1.8,5,94.0,3,5,50.0,48.0,82.0,94.0,1012.1,1007.8,8.8,8.2,1,1
2009-07-12,5,7.1,11.0,17.8,6,50.0,5,6,24.0,33.0,98.0,73.0,1005.3,1003.4,7.2,10.9,1,0
2009-07-13,5,3.6,9.5,1.0,6,39.0,3,15,17.0,15.0,98.0,94.0,1004.2,1002.9,6.7,7.4,0,1
2009-07-14,5,2.8,9.7,3.4,3,30.0,5,3,17.0,15.0,99.0,89.0,1004.6,1003.9,5.3,7.7,1,0
2009-07-15,5,5.0,8.8,0.4,3,20.0,4,6,11.0,9.0,98.0,66.0,1010.6,1011.1,6.1,8.7,0,0
2009-07-16,5,-2.3,10.9,0.0,8,24.0,11,8,2.0,15.0,98.0,59.0,1017.7,1017.7,4.0,10.5,0,0
2009-07-17,5,-0.6,11.3,0.2,6,41.0,9,5,7.0,17.0,99.0,64.0,1022.8,1020.6,2.7,9.5,0,0
2009-07-18,5,2.1,9.8,0.2,5,56.0,5,5,20.0,41.0,94.0,77.0,1018.6,1014.4,4.8,8.5,0,0
2009-07-19,5,4.4,12.0,0.0,3,44.0,3,3,24.0,31.0,98.0,82.0,1017.4,1015.2,7.4,11.4,0,0
2009-07-20,5,5.4,14.9,0.0,5,61.0,5,3,35.0,44.0,75.0,48.0,1016.2,1011.9,6.8,13.8,0,0
2009-07-21,5,6.5,13.7,0.2,5,56.0,5,3,26.0,31.0,51.0,57.0,1013.4,1008.2,9.1,11.0,0,0
2009-07-22,5,5.2,12.1,0.0,6,59.0,5,13,19.0,20.0,90.0,98.0,1005.5,1003.6,6.6,7.6,0,1
2009-07-23,5,2.5,10.4,4.2,12,37.0,15,8,13.0,19.0,98.0,59.0,1019.1,1021.2,3.5,9.5,1,0
2009-07-24,5,-1.8,9.7,0.0,6,46.0,3,6,20.0,28.0,94.0,60.0,1025.2,1022.6,3.7,9.3,0,0
2009-07-25,5,3.6,10.3,0.0,5,44.0,5,5,30.0,28.0,65.0,61.0,1023.2,1019.3,6.6,9.6,0,0
2009-07-26,5,0.9,10.5,0.0,5,37.0,5,5,24.0,26.0,67.0,59.0,1015.7,1012.9,7.0,9.8,0,0
2009-07-27,5,2.0,10.6,0.2,13,46.0,3,15,17.0,26.0,98.0,92.0,1017.3,1017.4,5.4,8.9,0,1
2009-07-28,5,4.7,11.2,3.2,3,35.0,3,6,15.0,24.0,98.0,78.0,1022.5,1021.1,5.6,10.4,1,1
2009-07-29,5,5.3,11.0,1.2,14,31.0,7,14,13.0,15.0,99.0,79.0,1025.2,1024.8,7.7,10.7,1,0
2009-07-30,5,4.3,11.0,0.8,7,35.0,3,6,17.0,22.0,99.0,89.0,1024.1,1020.5,6.8,9.9,0,1
2009-07-31,5,6.0,11.8,4.2,13,43.0,14,13,19.0,20.0,99.0,67.0,1021.9,1021.3,7.1,11.1,1,0
2009-08-01,5,3.8,11.8,1.0,14,43.0,3,14,20.0,19.0,98.0,79.0,1025.3,1023.9,7.1,10.8,0,1
2009-08-02,5,6.7,12.1,4.0,6,61.0,5,3,28.0,37.0,98.0,76.0,1024.8,1020.4,8.1,9.8,1,1
2009-08-03,5,4.0,10.2,1.8,13,72.0,11,14,4.0,13.0,80.0,62.0,1023.1,1022.6,6.0,9.2,1,0
2009-08-04,5,4.0,12.1,0.0,3,39.0,5,6,24.0,26.0,80.0,73.0,1018.1,1016.7,5.8,11.0,0,1
2009-08-05,5,2.2,12.2,2.8,6,44.0,3,6,19.0,28.0,98.0,71.0,1019.9,1017.4,6.7,11.0,1,0
2009-08-06,5,6.7,13.3,0.0,5,59.0,5,5,35.0,39.0,74.0,65.0,1014.4,1010.2,8.9,12.1,0,1
2009-08-07,5,5.7,10.2,2.6,15,72.0,15,12,30.0,24.0,84.0,50.0,1014.3,1019.0,6.5,9.8,1,0
2009-08-08,5,-1.9,11.0,0.6,3,39.0,5,3,15.0,28.0,81.0,57.0,1025.0,1021.5,4.0,10.1,0,0
2009-08-09,5,1.7,10.0,0.0,5,44.0,5,5,22.0,28.0,61.0,56.0,1019.0,1016.3,4.8,8.3,0,1
2009-08-10,5,4.8,10.8,2.0,4,43.0,4,4,22.0,22.0,86.0,58.0,1015.9,1011.3,6.4,9.9,1,0
2009-08-11,5,6.4,13.7,0.4,0,44.0,2,1,26.0,20.0,77.0,64.0,1008.7,1007.8,8.4,12.4,0,0
2009-08-12,5,0.8,12.2,0.2,8,19.0,3,15,0.0,11.0,99.0,79.0,1012.3,1011.3,6.2,10.9,0,0
2009-08-13,5,1.6,15.2,0.0,15,31.0,3,15,7.0,20.0,92.0,63.0,1015.1,1014.4,8.9,13.9,0,0
2009-08-14,5,1.1,14.2,0.0,3,33.0,3,3,13.0,22.0,99.0,70.0,1020.8,1017.9,7.0,12.9,0,0
2009-08-15,5,4.8,15.4,0.8,5,76.0,5,5,31.0,48.0,80.0,58.0,1015.5,1010.6,8.4,14.8,0,1
2009-08-16,5,8.3,13.1,1.2,14,83.0,5,6,46.0,48.0,72.0,62.0,999.9,1001.7,11.2,11.7,1,1
2009-08-17,5,4.9,12.3,5.0,6,50.0,13,14,26.0,22.0,75.0,52.0,1016.1,1019.3,7.2,11.0,1,0
2009-08-18,5,1.8,13.3,0.0,3,35.0,3,3,13.0,22.0,99.0,66.0,1027.8,1025.6,6.5,12.4,0,0
2009-08-19,5,5.1,14.2,0.0,5,48.0,3,5,26.0,30.0,73.0,58.0,1024.4,1019.4,8.2,12.8,0,1
2009-08-20,5,6.8,14.5,1.2,3,52.0,5,5,20.0,37.0,81.0,70.0,1017.2,1011.3,8.3,13.7,1,1
2009-08-21,5,8.3,12.4,2.2,13,85.0,7,13,33.0,39.0,76.0,64.0,997.0,1000.4,11.9,9.1,1,1
2009-08-22,5,-0.3,12.0,2.2,3,57.0,5,3,24.0,41.0,89.0,58.0,1008.7,1005.4,4.4,10.4,1,0
2009-08-23,5,4.4,15.0,0.4,3,67.0,3,3,35.0,46.0,99.0,62.0,1007.2,1001.9,7.2,14.6,0,0
2009-08-24,5,5.6,11.8,0.8,6,78.0,13,6,26.0,30.0,84.0,76.0,1000.7,996.5,5.8,9.7,0,1
2009-08-25,5,2.4,9.9,11.2,13,81.0,3,6,28.0,56.0,87.0,79.0,1005.0,998.7,4.7,8.3,1,1
2009-08-26,5,2.6,12.2,6.8,14,57.0,3,7,31.0,33.0,88.0,62.0,1009.6,1009.2,5.4,11.6,1,0
2009-08-27,5,5.1,13.1,0.0,6,63.0,3,6,37.0,37.0,91.0,63.0,1012.1,1010.3,6.8,12.1,0,0
2009-08-28,5,6.4,15.6,0.0,6,43.0,3,3,20.0,28.0,99.0,66.0,1013.7,1010.4,8.7,14.1,0,1
2009-08-29,5,8.5,11.1,5.2,13,61.0,3,13,33.0,19.0,99.0,90.0,998.8,998.4,8.9,10.1,1,1
2009-08-30,5,2.0,11.3,10.8,13,69.0,14,14,24.0,26.0,79.0,69.0,1012.3,1013.1,5.5,10.4,1,1
2009-08-31,5,5.5,12.7,1.6,7,48.0,7,14,26.0,28.0,93.0,89.0,1015.5,1015.0,8.6,11.2,1,1
2009-09-01,5,1.6,12.8,2.0,14,35.0,7,7,20.0,17.0,73.0,51.0,1022.4,1020.5,7.6,10.9,1,0
2009-09-02,5,4.9,14.8,0.4,4,61.0,5,5,35.0,37.0,70.0,57.0,1021.2,1016.6,8.6,14.0,0,0
2009-09-03,5,8.0,16.7,0.0,5,56.0,3,6,31.0,35.0,67.0,57.0,1010.7,1008.3,10.9,14.7,0,0
2009-09-04,5,4.3,11.7,0.2,13,52.0,3,7,28.0,19.0,99.0,98.0,1011.3,1010.6,7.3,6.5,0,1
2009-09-05,5,1.0,12.6,4.0,6,44.0,3,7,24.0,28.0,99.0,61.0,1016.2,1015.0,5.3,11.3,1,0
2009-09-06,5,3.0,14.1,0.0,3,67.0,5,5,30.0,39.0,69.0,56.0,1012.6,1005.5,7.6,12.7,0,0
2009-09-07,5,2.4,11.8,0.8,15,39.0,5,13,22.0,17.0,88.0,93.0,1004.1,1004.0,8.1,10.1,0,1
2009-09-08,5,7.4,11.1,6.2,12,46.0,11,11,22.0,24.0,96.0,82.0,1013.6,1014.0,8.1,9.1,1,0
2009-09-09,5,5.0,9.9,1.0,12,37.0,12,12,19.0,19.0,82.0,63.0,1015.8,1014.6,6.8,9.5,0,0
2009-09-10,5,5.8,11.3,0.0,3,30.0,12,13,13.0,11.0,72.0,68.0,1018.4,1017.6,7.2,10.1,0,0
2009-09-11,5,2.7,18.7,0.0,5,87.0,5,5,39.0,59.0,66.0,39.0,1016.1,1008.7,9.3,18.4,0,0
2009-09-12,5,8.5,26.2,0.0,6,72.0,5,3,22.0,37.0,63.0,28.0,1012.6,1007.3,14.1,24.0,0,0
2009-09-13,5,10.5,16.2,0.0,6,61.0,3,7,7.0,39.0,82.0,56.0,1013.0,1012.1,11.7,14.2,0,0
2009-09-14,5,-0.2,13.0,0.6,13,31.0,13,13,17.0,9.0,73.0,47.0,1023.4,1021.6,7.6,11.2,0,0
2009-09-15,5,-0.5,15.2,0.0,3,39.0,3,6,17.0,22.0,66.0,44.0,1021.2,1018.5,9.4,14.8,0,0
2009-09-16,5,4.4,17.6,0.0,5,46.0,5,5,31.0,31.0,55.0,44.0,1021.2,1014.3,11.1,15.9,0,1
2009-09-17,5,10.4,12.6,5.8,5,52.0,5,12,28.0,22.0,99.0,98.0,1009.3,1010.0,12.5,11.9,1,1
2009-09-18,5,1.3,16.6,9.4,5,28.0,11,4,9.0,6.0,82.0,53.0,1023.1,1018.7,8.6,16.1,1,0
2009-09-19,5,5.7,15.8,0.0,5,50.0,5,3,30.0,28.0,63.0,81.0,1014.9,1012.7,10.2,14.6,0,1
2009-09-20,5,3.0,14.0,5.6,13,41.0,6,13,9.0,26.0,87.0,55.0,1015.4,1014.3,7.4,13.3,1,0
2009-09-21,5,2.0,15.5,0.0,4,44.0,8,4,2.0,17.0,59.0,60.0,1013.7,1005.6,11.5,13.7,0,1
2009-09-22,5,7.8,15.9,25.8,3,50.0,3,6,24.0,28.0,99.0,72.0,997.1,995.9,10.2,14.6,1,0
2009-09-23,5,7.4,13.2,0.8,12,48.0,12,15,24.0,28.0,98.0,77.0,1003.6,1006.6,8.8,12.3,0,0
2009-09-24,5,6.4,15.6,0.8,13,39.0,6,14,30.0,31.0,96.0,61.0,1011.3,1009.0,10.0,14.8,0,1
2009-09-25,5,7.4,10.4,4.8,13,39.0,5,7,28.0,33.0,84.0,86.0,1002.5,999.4,9.6,8.8,1,1
2009-09-26,5,4.3,9.9,15.8,13,61.0,14,15,28.0,30.0,83.0,89.0,1002.7,1004.8,5.5,6.5,1,1
2009-09-27,5,2.9,9.2,4.8,15,65.0,15,12,31.0,31.0,85.0,68.0,1011.5,1012.3,5.1,8.4,1,0
2009-09-28,5,5.1,11.6,1.0,12,46.0,12,12,20.0,17.0,79.0,57.0,1015.9,1013.8,6.8,10.6,0,0
2009-09-29,5,4.3,14.9,0.0,5,41.0,3,3,15.0,22.0,75.0,60.0,1015.0,1011.8,9.0,14.7,0,0
2009-09-30,5,6.8,20.8,0.0,5,61.0,3,3,35.0,37.0,56.0,35.0,1012.2,1008.2,12.2,20.2,0,0
2009-10-01,5,9.1,13.6,0.0,1,39.0,8,11,17.0,15.0,79.0,64.0,1010.3,1011.4,10.8,13.0,0,0
2009-10-02,5,6.0,10.7,0.0,8,48.0,10,10,30.0,33.0,76.0,56.0,1013.1,1011.9,8.1,10.1,0,0
2009-10-03,5,5.1,12.9,0.0,8,56.0,8,8,31.0,22.0,85.0,62.0,1016.5,1016.2,8.7,11.9,0,0
2009-10-04,5,2.7,15.9,0.0,13,28.0,3,15,0.0,19.0,99.0,57.0,1020.5,1019.1,7.6,14.9,0,0
2009-10-05,5,2.6,14.4,0.0,12,39.0,15,15,9.0,22.0,96.0,65.0,1022.6,1021.9,8.5,12.6,0,0
2009-10-06,5,4.6,11.1,0.2,8,52.0,11,11,19.0,19.0,83.0,71.0,1023.6,1022.3,6.7,7.7,0,1
2009-10-07,5,1.9,10.2,5.0,8,52.0,8,10,28.0,24.0,80.0,69.0,1024.1,1024.5,5.3,9.5,1,1
2009-10-08,5,1.4,12.0,2.4,8,41.0,8,10,22.0,20.0,84.0,55.0,1027.5,1026.9,5.7,11.2,1,0
2009-10-09,5,3.7,13.2,0.0,2,52.0,2,9,33.0,31.0,77.0,61.0,1029.3,1028.7,7.8,12.4,0,0
2009-10-10,5,4.0,16.4,0.0,2,50.0,2,14,9.0,9.0,68.0,45.0,1029.0,1025.7,8.9,15.7,0,0
2009-10-11,5,2.9,17.9,0.0,5,43.0,5,3,19.0,22.0,60.0,36.0,1020.8,1015.7,12.4,17.3,0,0
2009-10-12,5,9.4,17.2,0.4,6,63.0,5,13,35.0,31.0,65.0,78.0,1000.2,998.3,13.1,11.8,0,1
2009-10-13,5,3.6,13.9,4.4,7,61.0,3,6,30.0,37.0,98.0,79.0,994.2,992.5,5.2,10.0,1,1
2009-10-14,5,5.2,13.1,6.2,15,54.0,13,15,26.0,35.0,97.0,67.0,1001.1,1003.5,7.9,12.2,1,1
2009-10-15,5,6.9,10.7,4.0,13,59.0,13,12,33.0,26.0,97.0,77.0,1006.3,1008.8,7.3,8.1,1,1
2009-10-16,5,3.9,13.8,2.8,11,46.0,12,11,17.0,13.0,98.0,92.0,1016.8,1017.9,8.1,10.9,1,1
2009-10-17,5,5.7,13.1,3.6,15,35.0,11,12,19.0,24.0,85.0,71.0,1025.2,1025.6,8.3,10.6,1,0
2009-10-18,5,3.0,12.3,0.0,13,30.0,11,12,11.0,15.0,80.0,62.0,1028.0,1027.5,7.9,10.6,0,0
2009-10-19,5,6.2,18.6,0.0,3,24.0,2,3,17.0,13.0,71.0,58.0,1027.0,1023.8,10.6,17.1,0,0
2009-10-20,5,8.1,25.2,0.0,3,48.0,3,6,31.0,24.0,47.0,36.0,1018.9,1016.1,14.7,23.4,0,0
2009-10-21,5,8.6,16.1,0.0,8,35.0,8,8,24.0,20.0,77.0,51.0,1021.6,1021.4,10.5,15.4,0,0
2009-10-22,5,6.4,18.4,0.0,9,54.0,2,10,26.0,15.0,72.0,45.0,1022.7,1020.9,9.9,17.6,0,0
2009-10-23,5,7.1,16.6,0.0,10,39.0,9,11,28.0,19.0,75.0,55.0,1022.2,1021.7,9.6,15.4,0,0
2009-10-24,5,2.1,18.9,0.0,15,31.0,11,15,13.0,20.0,71.0,49.0,1020.2,1018.8,12.6,18.5,0,0
2009-10-25,5,6.4,13.8,0.0,8,59.0,8,8,31.0,39.0,79.0,57.0,1020.7,1021.5,7.8,11.5,0,0
2009-10-26,5,5.1,16.0,0.0,10,57.0,10,10,31.0,31.0,71.0,48.0,1026.7,1025.6,9.5,15.2,0,0
2009-10-27,5,5.5,21.6,0.0,11,46.0,3,5,19.0,7.0,64.0,47.0,1027.3,1024.5,12.9,20.1,0,0
2009-10-28,5,8.5,22.7,0.0,2,33.0,9,8,19.0,15.0,66.0,50.0,1025.7,1022.9,13.5,22.0,0,1
2009-10-29,5,9.5,26.7,1.4,5,35.0,5,3,17.0,17.0,64.0,46.0,1022.6,1019.8,16.8,26.1,1,0
2009-10-30,5,16.8,25.8,0.2,5,43.0,5,5,28.0,20.0,67.0,63.0,1019.9,1019.2,19.2,23.1,0,1
2009-10-31,5,15.4,29.7,1.2,3,41.0,5,3,30.0,20.0,73.0,48.0,1020.9,1018.3,20.0,28.5,1,0
2009-11-01,5,13.0,24.5,0.0,11,31.0,8,11,15.0,20.0,99.0,55.0,1020.8,1020.9,15.6,23.6,0,0
2009-11-02,5,12.2,28.2,0.0,15,50.0,8,2,28.0,22.0,85.0,39.0,1020.7,1015.3,14.2,26.3,0,0
2009-11-03,5,8.2,16.8,0.6,13,65.0,7,15,31.0,31.0,72.0,66.0,1017.6,1015.2,12.3,15.4,0,0
2009-11-04,5,6.5,13.6,0.4,13,39.0,15,15,19.0,26.0,98.0,67.0,1019.4,1019.5,8.4,12.0,0,0
2009-11-05,5,7.0,16.2,0.2,9,46.0,8,10,28.0,28.0,59.0,55.0,1023.9,1022.4,10.1,15.0,0,0
2009-11-06,5,6.9,24.9,0.2,9,48.0,0,3,19.0,20.0,66.0,33.0,1025.0,1022.6,12.8,23.1,0,0
2009-11-07,5,9.0,27.6,0.0,5,43.0,5,5,24.0,24.0,58.0,37.0,1026.7,1025.5,19.8,26.9,0,0
2009-11-08,5,13.1,28.9,0.0,3,41.0,5,5,28.0,13.0,49.0,30.0,1028.3,1026.4,21.3,27.7,0,0
2009-11-09,5,11.3,30.9,0.0,2,33.0,5,14,20.0,11.0,44.0,26.0,1025.4,1022.7,23.9,30.0,0,0
2009-11-10,5,13.0,33.4,0.0,9,43.0,3,13,17.0,19.0,37.0,23.0,1021.4,1018.8,25.8,32.5,0,0
2009-11-11,5,15.6,33.1,0.0,8,39.0,7,15,4.0,15.0,42.0,28.0,1021.5,1020.0,26.2,32.4,0,0
2009-11-12,5,12.2,29.8,0.0,15,41.0,6,15,7.0,24.0,39.0,28.0,1020.0,1019.4,26.2,28.6,0,0
2009-11-13,5,9.7,29.7,0.0,2,37.0,9,9,22.0,13.0,71.0,26.0,1020.1,1016.5,15.7,28.0,0,0
2009-11-14,5,10.4,31.8,0.0,12,37.0,6,11,7.0,19.0,38.0,26.0,1014.4,1013.1,24.1,29.9,0,0
2009-11-15,5,11.6,31.4,0.0,9,41.0,9,10,20.0,13.0,23.0,18.0,1012.3,1010.0,20.2,29.8,0,0
2009-11-16,5,13.7,21.2,0.0,12,43.0,12,12,20.0,24.0,77.0,48.0,1009.3,1008.2,14.6,20.0,0,0
2009-11-17,5,10.8,23.0,0.0,9,50.0,10,10,24.0,22.0,68.0,41.0,1011.1,1009.0,12.4,22.0,0,0
2009-11-18,5,8.8,31.1,0.0,5,56.0,4,5,9.0,19.0,47.0,24.0,1008.1,1006.4,20.3,28.9,0,0
2009-11-19,5,17.1,33.7,0.0,5,50.0,8,2,19.0,6.0,40.0,19.0,1007.0,1007.2,23.6,31.8,0,0
2009-11-20,5,17.3,31.9,0.0,13,69.0,3,15,0.0,30.0,30.0,41.0,1006.8,1008.8,27.5,24.7,0,1
2009-11-21,5,15.4,19.8,1.8,5,33.0,8,6,11.0,17.0,99.0,98.0,1017.6,1015.2,15.8,18.9,1,1
2009-11-22,5,11.9,17.1,44.4,15,63.0,12,12,39.0,22.0,99.0,87.0,1017.6,1015.2,11.9,14.2,1,1
2009-11-23,5,5.9,18.7,17.2,15,39.0,12,8,26.0,20.0,56.0,42.0,1023.0,1023.6,11.8,18.1,1,0
2009-11-24,5,5.7,24.7,0.2,2,28.0,8,14,11.0,7.0,71.0,27.0,1026.1,1022.7,13.1,23.5,0,0
2009-11-25,5,10.4,29.1,0.0,2,39.0,0,10,2.0,4.0,52.0,30.0,1021.4,1017.9,19.1,27.9,0,1
2009-11-26,5,16.7,20.6,17.2,6,44.0,4,3,15.0,20.0,99.0,93.0,1012.1,1008.1,17.5,19.2,1,1
2009-11-27,5,15.0,25.4,2.6,5,65.0,3,3,22.0,22.0,99.0,60.0,1008.3,1006.4,16.6,23.6,1,1
2009-11-28,5,8.7,18.1,12.2,3,48.0,3,6,28.0,26.0,81.0,98.0,1003.2,1000.7,12.4,12.9,1,1
2009-11-29,5,9.9,18.2,15.0,11,43.0,11,11,20.0,20.0,92.0,72.0,1002.0,1005.2,12.4,14.3,1,0
2009-11-30,5,10.3,18.2,1.0,9,48.0,9,9,30.0,31.0,80.0,54.0,1014.5,1015.0,12.2,16.1,0,0
2009-12-01,5,7.9,18.6,0.4,9,46.0,9,9,26.0,24.0,57.0,48.0,1020.7,1019.5,13.1,17.5,0,0
2009-12-02,5,7.0,25.0,0.0,3,35.0,3,5,24.0,13.0,59.0,29.0,1020.3,1018.0,16.0,23.4,0,0
2009-12-03,5,12.8,28.6,0.0,6,72.0,3,15,30.0,37.0,38.0,61.0,1014.4,1013.6,19.0,19.9,0,0
2009-12-04,5,4.8,21.0,0.0,12,35.0,10,13,20.0,19.0,67.0,32.0,1019.6,1017.5,11.5,19.6,0,0
2009-12-05,5,7.4,19.8,0.0,15,33.0,12,12,19.0,17.0,82.0,53.0,1016.5,1016.7,11.5,17.1,0,0
2009-12-06,5,5.2,24.8,0.0,8,39.0,11,13,17.0,17.0,79.0,38.0,1017.0,1013.8,11.9,22.1,0,0
2009-12-07,5,9.9,20.7,0.0,11,28.0,11,11,11.0,11.0,69.0,47.0,1012.6,1012.4,14.8,18.9,0,1
2009-12-08,5,10.0,16.7,10.0,11,39.0,11,8,22.0,17.0,98.0,70.0,1008.8,1008.5,10.0,13.4,1,1
2009-12-09,5,2.5,20.9,3.2,6,46.0,6,6,24.0,22.0,66.0,41.0,1010.9,1007.7,11.6,19.0,1,0
2009-12-10,5,8.3,20.0,0.0,15,61.0,3,13,17.0,30.0,68.0,72.0,1007.2,1005.7,13.3,14.7,0,1
2009-12-11,5,5.6,18.5,1.6,13,46.0,13,12,19.0,22.0,78.0,43.0,1016.8,1017.7,9.7,15.6,1,0
2009-12-12,5,8.5,19.4,0.0,13,46.0,15,15,20.0,20.0,82.0,57.0,1019.4,1017.9,12.4,18.0,0,0
2009-12-13,5,11.0,18.9,0.6,11,35.0,12,8,17.0,19.0,98.0,65.0,1020.2,1019.9,12.3,17.4,0,0
2009-12-14,5,7.1,21.5,0.2,9,37.0,9,9,24.0,22.0,66.0,43.0,1021.4,1020.1,12.2,20.7,0,0
2009-12-15,5,7.1,29.8,0.0,6,28.0,2,3,13.0,9.0,28.0,13.0,1019.3,1016.7,19.3,27.7,0,0
2009-12-16,5,14.6,35.2,0.0,6,59.0,5,6,28.0,33.0,27.0,18.0,1014.5,1010.7,24.8,32.5,0,0
2009-12-17,5,17.2,21.1,0.0,12,50.0,4,6,4.0,22.0,72.0,98.0,1009.1,1007.9,18.9,17.2,0,1
2009-12-18,5,4.1,21.1,11.8,13,43.0,12,13,22.0,26.0,66.0,41.0,1018.4,1016.1,11.1,20.1,1,0
2009-12-19,5,10.7,18.3,0.0,15,39.0,11,8,17.0,19.0,89.0,55.0,1018.8,1019.6,11.6,16.4,0,0
2009-12-20,5,7.8,23.1,0.2,9,35.0,9,11,24.0,13.0,65.0,37.0,1017.6,1015.2,13.2,20.8,0,0
2009-12-21,5,7.7,27.5,0.0,8,37.0,9,15,7.0,9.0,42.0,28.0,1017.6,1011.2,18.7,26.1,0,0
2009-12-22,5,9.2,27.5,0.0,11,31.0,9,8,15.0,20.0,51.0,32.0,1012.2,1011.3,18.0,26.0,0,0
2009-12-23,5,12.9,35.5,0.0,7,70.0,3,6,31.0,35.0,38.0,18.0,1010.8,1006.8,24.1,34.4,0,0
2009-12-24,5,21.1,23.2,0.0,12,39.0,8,7,11.0,13.0,57.0,59.0,1004.5,1006.6,21.4,22.9,0,1
2009-12-25,5,6.7,19.7,4.0,8,54.0,8,10,31.0,33.0,62.0,43.0,1015.3,1014.1,12.1,18.5,1,0
2009-12-26,5,7.5,21.2,0.0,9,43.0,10,8,28.0,30.0,64.0,45.0,1017.7,1016.7,13.3,20.2,0,0
2009-12-27,5,10.4,24.3,0.0,9,43.0,9,8,20.0,20.0,68.0,43.0,1017.4,1015.8,16.1,23.1,0,0
2009-12-28,5,9.5,27.6,0.0,11,39.0,10,8,13.0,19.0,54.0,31.0,1017.8,1017.9,19.3,26.3,0,0
2009-12-29,5,11.4,26.5,0.0,2,50.0,10,9,22.0,28.0,60.0,34.0,1022.1,1021.4,17.9,25.6,0,0
2009-12-30,5,13.6,33.8,0.0,2,50.0,5,5,31.0,22.0,41.0,30.0,1020.7,1016.7,24.7,32.8,0,0
2009-12-31,5,20.0,33.4,0.0,5,65.0,3,3,35.0,35.0,52.0,35.0,1013.3,1008.7,26.2,32.3,0,1
2010-01-01,5,15.5,25.2,17.8,3,33.0,8,8,9.0,13.0,99.0,86.0,1009.8,1007.6,16.6,21.6,1,1
2010-01-02,5,11.2,19.4,1.4,12,52.0,12,11,22.0,30.0,88.0,48.0,1011.0,1015.2,12.0,18.2,1,0
2010-01-03,5,8.4,18.2,0.2,11,39.0,8,11,20.0,20.0,65.0,53.0,1018.7,1018.1,11.9,15.9,0,0
2010-01-04,5,9.2,27.0,0.0,10,37.0,2,12,13.0,9.0,64.0,31.0,1017.3,1014.1,15.1,25.1,0,0
2010-01-05,5,8.3,28.0,0.0,8,43.0,3,13,20.0,22.0,42.0,36.0,1013.8,1013.5,21.8,27.2,0,0
2010-01-06,5,8.4,24.1,0.0,8,37.0,8,10,24.0,20.0,76.0,33.0,1017.7,1015.2,12.6,21.9,0,0
2010-01-07,5,9.3,25.6,0.0,9,41.0,2,9,24.0,20.0,69.0,36.0,1017.0,1015.7,14.8,24.2,0,0
2010-01-08,5,8.2,32.8,0.0,3,43.0,5,3,19.0,17.0,33.0,23.0,1016.5,1014.6,23.7,30.8,0,0
2010-01-09,5,15.1,36.7,0.0,13,46.0,3,14,24.0,22.0,22.0,11.0,1015.3,1013.7,27.0,36.0,0,0
2010-01-10,5,13.9,37.3,0.0,7,43.0,9,12,7.0,19.0,36.0,18.0,1015.9,1014.0,24.1,36.7,0,0
2010-01-11,5,16.5,39.9,0.0,5,54.0,5,7,22.0,26.0,24.0,18.0,1011.8,1007.5,29.8,38.3,0,0
